0,1,2,3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.1,0.7,1.2,0.3
-0.09767761904495632,0.7017415088081528,1.1870753492404251,0.3048380953544599
-0.09807601796750623,0.7037096024510087,1.1926752837248216,0.30375817654698767
-0.0988561410149841,0.7077372187379728,1.1349208970567624,0.3042682511036023
-0.10183065934421841,0.7094973033409994,1.1374354235909803,0.30026080194062127
-0.09630585859289023,0.7093389795137222,1.1610410837376641,0.3025250854933359
-0.10139310877341491,0.7117922887786811,1.0946370427805199,0.2960938749316399
-0.10826507211674205,0.7107506436844507,1.1263775840330652,0.2919972433967153
-0.11586584594805668,0.7123316875541561,1.0415075260037607,0.2834135174276072
-0.11167975062664287,0.7140238753567879,0.9741707903037355,0.2863272492678751
-0.11753305043166598,0.7117905585453054,1.0016848874990214,0.27007853698508644
-0.1157250678044208,0.7132283770304666,0.9815701854322987,0.2695539426239806
-0.11600914305144139,0.7139877613734584,0.9518526560544809,0.2680437623125206
-0.11286252904649166,0.717731031305595,0.9123100427006302,0.2715244804866464
-0.11030670956541211,0.7212707188992494,0.9122240806934492,0.2766161168680482
-0.1085675883161546,0.724310614671704,0.9079573038495958,0.28665336385228285
-0.11349508465986145,0.7248535925175745,0.8566068151416042,0.2773871901449392
-0.11181881495047495,0.7264546226253397,0.8619330451433189,0.27768236071075403
-0.11227049010462964,0.7301361289806699,0.8519440796287222,0.2767876519290702
-0.11199034498703807,0.7345781063868696,0.8503453035614083,0.2789878938648321
-0.11159335718004476,0.7393928940177806,0.8507571828036644,0.280664029398225
-0.11430425107821128,0.7395064673947773,0.8687090096676253,0.2771922238064519
-0.11465623300659643,0.7420303277869552,0.863993562255378,0.27559879905629947
-0.11378943387043002,0.7449813900479929,0.8488611097608795,0.27580044572735235
-0.11072009768770558,0.7503025849084859,0.8332992777846644,0.281300195209309
-0.11035125158278465,0.7535956432619748,0.8158356574169922,0.2818189737139822
-0.110441780384248,0.7572980465357761,0.8211799098599186,0.2817603758521834
-0.10941443043217851,0.7538555260926515,0.848465596721924,0.27927554727994247
-0.09075098565214951,0.7521862815907948,0.8865751870070385,0.293123732613718
-0.08508665078625963,0.7521964585580507,0.8856817137723004,0.29565392282397124
-0.08800881080940819,0.7534803020025769,0.8364566166046641,0.29216031940945625
