N-500,N-800,N-1000,N-1200
0.85865973,0.884023843,0.89527412,0.910987551
0.865665069,0.890937557,0.902192544,0.918063988
0.863783319,0.889699866,0.902015812,0.91795023
0.862644817,0.887589757,0.900024127,0.916337395
0.861280196,0.886169679,0.898929549,0.914784281
0.863196985,0.887832058,0.900383984,0.916395112
0.861693269,0.887298179,0.899823261,0.915698064
0.859981509,0.885542868,0.897870182,0.913896089
0.856344222,0.881809,0.894088115,0.909911119
0.852890286,0.878169238,0.890346123,0.90621032
0.851519939,0.876730576,0.888659107,0.904449106
0.848102072,0.873146897,0.884906808,0.900519193
0.850605466,0.874993958,0.886934363,0.902800014
0.849171763,0.873376891,0.885151517,0.901243069
0.848362095,0.872427366,0.883961821,0.900074264
0.845617975,0.869529898,0.88106104,0.89692909
0.841867338,0.865629434,0.877214395,0.892853138
0.841301298,0.864991184,0.876477807,0.891970172
0.845629982,0.869550537,0.880812654,0.896325466
0.843696361,0.868325849,0.879814165,0.894790759
0.841845478,0.866086011,0.877639005,0.892373108
0.837674955,0.861704973,0.873028253,0.887760342
0.838470081,0.862236248,0.87358288,0.888198834
0.839703828,0.86388922,0.87530736,0.889751422
0.839509227,0.862479349,0.874031927,0.888234215
0.838003308,0.860591683,0.872048317,0.886325464
0.838093267,0.860633152,0.871803886,0.886186832
0.836191277,0.858705317,0.869758427,0.884135561
0.837132361,0.859593546,0.870575914,0.885084377
0.83450357,0.857362324,0.868265278,0.882756072
0.829981904,0.85256486,0.863530552,0.877811014
0.825158061,0.84750326,0.858437603,0.872699092
0.824793885,0.846954615,0.857779758,0.87208651
0.823552072,0.845610802,0.856356484,0.870635275
0.831893392,0.853304261,0.864709693,0.878812307
0.829237039,0.850556684,0.862934554,0.87675804
0.832827253,0.853894508,0.86832762,0.879842032
0.828817523,0.850154079,0.864627098,0.875709096
0.82749372,0.848258037,0.862924644,0.873945851
0.837216487,0.858445385,0.871277712,0.882948693
0.830504825,0.854306327,0.866806704,0.877748458
0.83374255,0.859836863,0.871432098,0.881754803
0.828762876,0.855642607,0.866608593,0.876329249
0.825132276,0.851761391,0.862868912,0.872679886
0.839737609,0.865517622,0.874704124,0.886811631
0.844860643,0.871716188,0.881203109,0.892706376
0.840776922,0.867137996,0.877794028,0.887732644
0.84452987,0.869946192,0.881160426,0.890802585
0.843545866,0.86865986,0.879963249,0.889627426
0.840199026,0.864997285,0.876623009,0.886478694
0.841443281,0.865561342,0.877266588,0.887238611
0.839425078,0.862552824,0.874685685,0.884328861
0.835422194,0.858011006,0.870169968,0.879641824
0.831524723,0.853972776,0.865975853,0.875459764
0.830060361,0.852486132,0.864324218,0.873731426
0.827427403,0.849941106,0.861650089,0.870941907
0.824631906,0.846994495,0.858606516,0.867756336
0.822975076,0.845358593,0.856856245,0.865919034
0.820155656,0.842115816,0.853670788,0.862526632
0.816987988,0.83866006,0.850201262,0.858998243
0.813256797,0.834706198,0.846157067,0.854909686
0.810915614,0.832014823,0.843560414,0.852079722
0.815518825,0.835843138,0.847904044,0.855890236
0.815585288,0.835017562,0.847758701,0.855252759
0.812089212,0.831149521,0.843969031,0.851156006
0.812975679,0.831615514,0.84421936,0.85139778
0.810772423,0.828993413,0.841396559,0.848569386
0.806584628,0.824471549,0.836993941,0.843929975
0.810115636,0.827351683,0.840017315,0.846597263
0.810200346,0.827358793,0.839990805,0.846941904
0.809123904,0.825619247,0.837929559,0.845164655
0.80454626,0.821050336,0.833130277,0.84058507
0.801178254,0.817514148,0.829342245,0.836873236
0.806682641,0.822951921,0.834442435,0.842024506
0.807819551,0.82266421,0.834875663,0.842111668
0.803758276,0.818450157,0.831004473,0.837958893
0.799302372,0.813852827,0.826374541,0.833394077
0.80176347,0.815670527,0.828115634,0.835355165
0.800376178,0.814020874,0.826523277,0.833635803
0.79679268,0.810031818,0.822431076,0.829605342
0.797217856,0.810307709,0.8225718,0.830027784
0.795351971,0.808333229,0.82084838,0.827963002
0.799778311,0.812351863,0.825100356,0.832014594
0.799027767,0.81140426,0.823998629,0.831082917
0.796777398,0.808710061,0.821070821,0.828023658
0.793127006,0.804871169,0.817218133,0.824142519
0.796436726,0.808488131,0.820582743,0.827489031
0.795357197,0.807346372,0.819408556,0.826294801
0.802719514,0.814560671,0.826091493,0.833746815
0.804044209,0.815773098,0.826528644,0.834750457
0.802979858,0.81362934,0.824244295,0.832276554
0.816900181,0.833324233,0.844388277,0.850058202
0.80769043,0.82439416,0.835800965,0.842605019
0.807133704,0.823708831,0.836257694,0.842042872
0.816069328,0.833390038,0.846796219,0.850803435
0.812670473,0.830687949,0.843918537,0.847649884
0.815998509,0.834007006,0.848304951,0.851804284
0.814996493,0.832723703,0.846260503,0.850485673
0.812754006,0.830837464,0.843798416,0.847569785
0.810011579,0.827473486,0.840389939,0.84422168
0.811991115,0.829614174,0.842357166,0.846334598
0.810655583,0.8285008,0.841081325,0.845217548
0.808753035,0.826615032,0.83897277,0.843191853
0.811427273,0.828936434,0.841376466,0.845452908
0.810277525,0.827751914,0.840118981,0.844064607
0.807953337,0.825287527,0.837651739,0.841529997
