0,1,2,3
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.8,1.5,0.5,0.9
0.7958318607141789,1.4861998889437078,0.49886577987809505,0.895865058672444
0.7966875503267504,1.4757540496421677,0.49152768271362834,0.8955094123001073
0.7912009679818829,1.460684154091422,0.5139379360220966,0.891848106061807
0.7955934728362543,1.452905764654643,0.5170672586446495,0.8956859997529693
0.802265179282328,1.4536372606590438,0.508817794894117,0.8971821260934825
0.8015514178597947,1.440225831790616,0.5147937792032655,0.8984459888456349
0.8148357821207588,1.4436436619209931,0.5142916481382674,0.9090805398965434
0.8158451913119292,1.4303300876549108,0.5222672317551965,0.9133377105431109
0.8082095189559364,1.415803404142587,0.5206205132515519,0.9061876378383364
0.8234422031041513,1.4224491048484118,0.5241620074911276,0.9201014213045265
0.8200568371399823,1.4134708473176398,0.5198491218396576,0.9160481523427615
0.8173920975645153,1.4013187556055404,0.5182801749174006,0.9130416413088651
0.8104264614895693,1.38698889300071,0.5205942778967221,0.9063122372839233
0.8058572650157594,1.3745447326043467,0.5206412978595768,0.9019502656693659
0.7985495357614429,1.3603992488043575,0.5297537731617343,0.8947797739392827
0.805993075486221,1.3577120181907592,0.535546526627387,0.9015584051363772
0.8055647979914784,1.3502145328341244,0.5257580603201427,0.8991446324549555
0.8027531245503119,1.3388954990501218,0.5227295285553101,0.8964347907275799
0.7993968611419896,1.3274902186444424,0.5198314354979823,0.8930050106084336
0.7966436359562656,1.3165255298833303,0.51639456032426,0.8897232516407869
0.8048490347900009,1.3167505660386751,0.5133367419780392,0.8951423678692341
0.8035448633342502,1.3076018046533524,0.5083211767242656,0.8927792351933026
0.7997568815503634,1.295849579068188,0.5058476946071152,0.8888549680867223
0.7919351145766971,1.2825126441814436,0.5087526147636249,0.8814221048440144
0.7917781738496357,1.274067744672975,0.5127512230377639,0.8813095537078931
0.7911738466424153,1.2657699556487008,0.5070498081206276,0.8795748005460257
0.8029851964803835,1.275137734265116,0.5037768092744935,0.8871371028761401
0.8009022185221631,1.2828227864807797,0.4914721664380565,0.8807187657144971
0.7965146856330253,1.2784140411766198,0.4852812846089907,0.8758005446267061
0.7929312720865047,1.2662648799127805,0.48814449026538703,0.8735563361051533
0.7851348638140111,1.2534350886752157,0.48616735276092254,0.865990492134145
0.8012524940983606,1.264869279209235,0.4916178118837968,0.8800603951156801
0.7972879634791018,1.2616547472617392,0.4803894625194454,0.872439840882437
0.7980651429612234,1.256029704209617,0.475678494809677,0.8704964221443883
0.7978762037239422,1.2486398139215809,0.47143209935003677,0.86932651295252
0.8005694687550167,1.2448835386778112,0.4674572672724306,0.870641685605225
0.8064965859026234,1.2487372326395818,0.4617771394235241,0.872873577049782
0.8049646463008603,1.2394463159411562,0.4605488237348252,0.8712991772357033
0.80712842373006,1.2339004063930719,0.45856095503770866,0.872175799579261
0.8053755649754487,1.22501498957433,0.4549048538195696,0.8701230949312699
0.800619140715726,1.2138550079474113,0.4538822899156384,0.8660838829226059
0.814761115096782,1.2230924902454634,0.4550477404924532,0.8771455650925868
0.8138108734203732,1.2269183133704649,0.44579698910231236,0.871799737282577
0.8123161778042057,1.2178615385435212,0.44413343337351807,0.8709561576144443
0.8062641990727043,1.2059980964925474,0.44334900735993893,0.8653858356820787
0.8034151840063491,1.1967398679701355,0.44280084570159517,0.8628353341477386
0.7972569826486116,1.1850755007426041,0.4424475250643362,0.8572349569928295
0.8010891944385204,1.1818460501849664,0.44483716852092425,0.8606641783565145
0.8074200385770223,1.1847441748080088,0.43625522104012787,0.8619581361221222
0.8057906029201806,1.1739420610702045,0.44205777700389653,0.8621462014844387
0.8054652571404497,1.1673363037911277,0.4427774038273721,0.8620633528528385
0.8056235213071843,1.1614285950108112,0.43919310215514884,0.8611910197533159
0.8070321531116345,1.1575684585063415,0.4353924991652411,0.8614490957126189
0.8021473854648877,1.1460919598529589,0.4410069609408279,0.8578908455287437
0.7940263540161938,1.13430153460283,0.43808698218540987,0.8494842802005804
0.7903778491051846,1.1255876748300195,0.44041178937530645,0.8465127515668626
0.7945969118315691,1.1246398377986149,0.43854345416861445,0.8497221444823992
0.7985699520070719,1.126571656324628,0.43251097801846644,0.8511657884264847
0.7961486674233127,1.1175193060982973,0.4319711653327521,0.8495628627697005
0.7894587754115571,1.1066676673608857,0.43043779063817506,0.8433816383454343
0.784303275347665,1.097111641624759,0.42986912641091796,0.8384227364931078
0.795730966411845,1.1056865350697636,0.4325565590496655,0.848643186244448
0.7950332089939609,1.1024509619638254,0.4248958230964954,0.8447230096461792
0.7897828795283294,1.0915762435274596,0.43047866713797645,0.8416882822715545
0.7824758038059516,1.0808021171247428,0.4294063149093501,0.8341622829865427
0.7961913353978641,1.0925861392960519,0.43507839027145556,0.846588542007981
0.7950445000999101,1.0924322225376986,0.4238154174897936,0.8426379096933636
0.804199995095494,1.1064597252797757,0.4194180771434979,0.8477619513890422
0.8070149524087079,1.0965326344290458,0.431427596055393,0.8538414989455276
0.798392950603873,1.085206536161188,0.4274640701470925,0.8450929414895499
0.7900841153804188,1.0739336514732385,0.42350078849383066,0.8364908209778983
0.7852380145244034,1.0648612646133084,0.42599876695123523,0.8321404454675538
0.7876196199270749,1.0626490149243628,0.4250241513014959,0.8343191359184747
0.7832624811697498,1.052631254000132,0.42809177755327366,0.8315292899103279
0.7774173524760172,1.043056494319457,0.4272070559691631,0.826221593863271
0.7886690709354569,1.0523235529241775,0.43230185682964745,0.835674932124597
0.788612215490384,1.052800864113361,0.4230242744654452,0.8308208099921284
0.7968667669362908,1.064042468903865,0.41809677172972787,0.8340517866117
0.7953141727782084,1.058354298158104,0.4147112160027598,0.8313903627441351
0.7915132402030053,1.0497213610900902,0.4131553949806997,0.8277686406558076
0.790078716587237,1.0436526116073677,0.4120492966621399,0.8266984485440007
0.8045078036768913,1.0589421760092712,0.41161999325090887,0.8367416156727121
