N=1000,N=1200
0.261402357,0.315759258
0.255962151,0.310345011
0.256807824,0.310805597
0.257994762,0.31291956
0.257584996,0.305749687
0.252682671,0.300488443
0.253604631,0.300699373
0.252664781,0.299940554
0.25277877,0.299658377
0.253382529,0.301167708
0.253859815,0.30136158
0.254968677,0.302310195
0.256747873,0.305128684
0.258208398,0.307124421
0.259334571,0.308605954
0.260588028,0.309561782
0.261507457,0.310926387
0.262297187,0.312246386
0.263050342,0.31402535
0.264298173,0.316001254
0.266643934,0.318285805
0.268258501,0.31991965
0.266612063,0.317227779
0.264723304,0.315098001
0.265375619,0.316184746
0.265074563,0.315667585
0.265294816,0.315634546
0.267153811,0.31771367
0.265564174,0.315188999
0.266406708,0.316401061
0.265213413,0.314336113
0.266567944,0.315539578
0.267925487,0.316794908
0.263712876,0.31121128
0.26082962,0.308565264
0.261554336,0.309271923
0.263471475,0.310815917
0.260726238,0.30892083
0.260297796,0.308424779
0.261525519,0.309332029
0.260490804,0.308056393
0.260232955,0.308031355
0.25829951,0.305671103
0.258425758,0.305800229
0.256847546,0.304685213
0.258032101,0.306165144
0.255293415,0.303875973
0.25411605,0.302744175
0.250505284,0.302043155
0.246842764,0.298542345
0.246597345,0.298033079
0.228285268,0.288855909
0.232723518,0.291265689
0.228614345,0.287065558
0.223561771,0.282934283
0.22563708,0.2850331
0.231146133,0.289172702
0.229707069,0.287092087
0.229521735,0.285716135
0.232349241,0.28836479
0.232182729,0.287437542
0.23246153,0.287869792
0.234205515,0.288843911
0.233195268,0.288045099
0.232541389,0.288143462
0.233940715,0.289778259
0.235718092,0.292240753
0.23714393,0.293530392
0.238679172,0.295453163
0.238739363,0.295584437
0.239701706,0.297240581
0.233323442,0.290906127
0.228616537,0.287752898
0.229092374,0.287969087
0.229951307,0.289702628
0.227128368,0.286723649
0.225415927,0.28507352
0.22757229,0.286954491
0.227364083,0.28677784
0.228372754,0.287308373
0.230843005,0.290009775
0.234188807,0.293530308
0.23856922,0.297338139
0.240185097,0.299558877
0.242682094,0.301440905
0.244062592,0.302781021
0.245878559,0.304778154
0.248446671,0.307797627
0.25102717,0.310004138
0.254661207,0.312337628
0.256098191,0.313832304
0.257748776,0.315994558
0.258214198,0.316858455
0.25906848,0.317846366
0.259728533,0.31999959
0.25787854,0.318049664
0.259593862,0.319044671
0.256641203,0.316253914
0.25549288,0.314629635
0.24654014,0.305561679
0.246305762,0.304438887
0.250974669,0.307308608
0.249796578,0.306589752
0.25098621,0.306965014
0.254465743,0.309768754
0.25891392,0.314127659
0.262576267,0.318549723
0.266695063,0.323028686
0.259269279,0.315754557
0.260376047,0.316182937
0.259589074,0.315130988
0.25881007,0.31486655
0.258718098,0.314882606
0.259619024,0.315374816
0.266958804,0.321601686
0.26622317,0.320759373
0.265488173,0.320034172
0.264630852,0.320005777
0.266798618,0.322642003
0.266250132,0.322032692
0.267317366,0.323787531
0.262722815,0.318948963
0.25956095,0.317241231
0.286199441,0.343750453
0.272941955,0.331222307
0.27317767,0.330487998
0.265864004,0.324202129
0.254984969,0.312548643
0.255553154,0.312228592
0.255250869,0.312211584
0.255422602,0.31242677
0.267943251,0.323513865
0.273958781,0.329802715
0.276749524,0.333292735
0.279819811,0.335944497
0.290617814,0.345882036
0.309787221,0.363631812
0.352184096,0.405908244
0.379824446,0.433768273
0.452525384,0.495715193
0.480851028,0.522270644
0.475134976,0.516736515
0.466517387,0.50865815
0.463641669,0.507643907
0.470399374,0.514079871
0.462444566,0.506337115
0.462668533,0.505290881
0.466235292,0.508794607
0.464591088,0.508066251
0.466957094,0.513389498
0.463972237,0.510307754
0.464918016,0.511532381
0.467456081,0.514598717
0.46129064,0.506469702
0.460842666,0.505551272
0.466483876,0.509390067
0.457490033,0.502284478
0.455246744,0.500208251
0.458798776,0.502340044
0.45791636,0.5014536
0.454870917,0.498131054
0.458029989,0.501500061
0.454242832,0.497561212
0.454088739,0.497574225
0.453870967,0.498018402
0.454488899,0.498605802
0.457936723,0.503205871
0.466365041,0.509268125
0.465967111,0.50870521
0.465354429,0.508868879
0.464263671,0.508369565
0.464778496,0.508295834
0.463600741,0.506842992
0.464889959,0.508645276
0.460894511,0.503162016
0.464224244,0.505020581
0.46196547,0.502985984
0.461529734,0.502397411
0.462176457,0.502918656
0.459498261,0.499967093
0.457652262,0.498357524
0.458978067,0.499832999
0.45980647,0.500505552
0.463436735,0.503519449
0.463845725,0.504488661
0.463725057,0.504150893
0.464636981,0.505925698
0.467867008,0.50908676
0.474476912,0.515234687
0.476155562,0.517983115
0.476302171,0.518682107
0.477743752,0.520047065
0.470383329,0.511715921
0.464347152,0.505576072
0.464140105,0.506748685
0.468032043,0.510516645
0.4755236,0.51768276
0.483048865,0.525809763
0.493267196,0.535160698
0.494239424,0.537225666
0.493894407,0.537493042
0.492924914,0.536504535
0.492571378,0.53655146
0.494598128,0.538352655
0.49876029,0.54113527
0.50201054,0.544825298
0.49996615,0.542065103
0.499696706,0.543260345
0.502764496,0.547599029
0.509076421,0.554593426
0.514938491,0.5619784
0.509793004,0.556974874
0.51022765,0.558001828
0.513669834,0.562068772
0.520208355,0.568759495
0.516510708,0.564433655
0.517588387,0.565525743
0.515827962,0.564580629
0.516867598,0.565688755
0.513632443,0.561841703
0.513809287,0.561311291
0.521518283,0.568877955
0.538187877,0.586467183
0.551038528,0.598953176
0.544303449,0.590598646
0.549766484,0.597776222
0.548919135,0.596146827
0.561230659,0.607916834
0.5853003,0.63848969
0.571210616,0.622680247
0.573486361,0.625082095
0.567435085,0.619178897
0.565751304,0.619156864
0.565984963,0.618867384
0.56478355,0.617099088
0.562845295,0.616420766
0.562151905,0.616199915
0.5609719,0.616113827
0.564706756,0.619113423
0.563977974,0.618761202
0.563362455,0.617040921
0.562802018,0.616536839
0.557879566,0.612409779
0.559570821,0.613749139
0.563017863,0.616686365
0.562872794,0.61736813
0.566232454,0.62092635
0.5648465,0.61910222
0.567322047,0.622590824
0.570752893,0.626053256
0.57638014,0.631868848
0.57993038,0.635702104
0.547154025,0.607797641
0.538477096,0.598789487
0.546514318,0.60833862
0.544260348,0.60550035
0.546861335,0.60829226
0.542003396,0.602677233
0.542370736,0.603947338
0.545602605,0.607149605
0.542467305,0.60322693
0.542385047,0.60195716
0.5455486,0.605031456
0.547391453,0.606739167
0.542529776,0.601331629
0.541013051,0.60044635
0.540941937,0.599966187
0.541297943,0.600213657
0.54725537,0.605748968
0.5430387,0.600851654
0.535346277,0.593434093
0.534757745,0.593163718
0.536037849,0.59507075
0.537926886,0.597416488
0.532752377,0.591527122
0.534500705,0.593184334
0.540318242,0.598922137
0.539121094,0.596956191
0.538741339,0.596499428
0.539929475,0.598438257
0.533731461,0.59287509
