N=1000,N=1200
0.70911999,0.734421881
0.693694224,0.718348903
0.681734456,0.706034997
0.668194673,0.69234174
0.713121821,0.738021365
0.721539849,0.745260811
0.703445687,0.727130335
0.682226849,0.706404737
0.672297023,0.695196184
0.665971435,0.688101504
0.648049978,0.670761796
0.625830896,0.64909217
0.60307202,0.627038234
0.586151025,0.61028683
0.562805051,0.587646469
0.539198651,0.564442701
0.551226156,0.573653767
0.638837098,0.656858352
0.657746534,0.672499022
0.658509153,0.671316066
0.741431374,0.754853147
0.749426852,0.761269125
0.752446795,0.761256109
0.790419674,0.797757651
0.827704451,0.835226887
0.81874688,0.825006395
0.823604263,0.82765379
0.818038723,0.820935542
0.809070456,0.81113155
0.840613224,0.844588647
0.841270903,0.844540417
0.825887702,0.828783932
0.815169127,0.817763065
0.848639231,0.852387762
0.839069842,0.842187856
0.882947903,0.889644881
0.876452355,0.88188382
0.880917947,0.88542241
0.909063812,0.91453247
0.944970629,0.950796037
0.959090416,0.96403982
0.990539549,0.996277763
1.004413752,1.009100623
1.005720669,1.008092112
1.016825524,1.015718949
1.025274778,1.021703072
1.014891309,1.010779021
1.000561234,0.996389982
1.000562036,0.996053362
1.062628035,1.061262821
1.04957338,1.048245359
1.080737492,1.079049545
1.098192546,1.097251568
1.128808136,1.126559824
1.134331344,1.130257149
1.154343621,1.146975002
1.168973261,1.158325176
1.15723435,1.146241266
1.190588294,1.177808417
1.211500049,1.19671862
1.225105501,1.20678342
1.214250854,1.195566266
1.202366692,1.183130846
1.19535379,1.17515798
1.1869238,1.166308243
1.194975098,1.174122914
1.201352213,1.180709981
1.205336609,1.186032414
1.193898757,1.174440363
1.182716981,1.163217282
1.171372856,1.151918933
1.174555626,1.156857573
1.171238489,1.154297516
1.175783782,1.160495977
1.176588547,1.161829957
1.166389914,1.151508827
1.154867553,1.139609373
1.153239216,1.139042273
1.155005341,1.141997772
1.156692561,1.145132201
1.14511177,1.133610755
1.143189762,1.132706878
1.130547781,1.120193039
1.120930899,1.110485328
