N-500,N-800,N-1000,N-1200
0.553950303,0.56800446,0.532044286,0.573043899
0.560563035,0.573888082,0.536267228,0.576532197
0.558422566,0.570427894,0.533162102,0.574204446
0.566542166,0.580852049,0.5435584,0.576464019
0.548877017,0.562535627,0.523833077,0.558373368
0.55166826,0.568139179,0.524717138,0.561079234
0.544133777,0.560138116,0.51843752,0.554989975
0.539052152,0.556581174,0.518060727,0.556250156
0.538306126,0.557559992,0.518667647,0.556949107
0.543961266,0.563769682,0.523728123,0.565774582
0.547128605,0.567014979,0.526637654,0.570242155
0.554067564,0.57625638,0.535478737,0.581850659
0.544507191,0.56663121,0.528026549,0.571764054
0.545695323,0.567394155,0.529241547,0.574040093
0.551628911,0.571087903,0.535920636,0.57887636
0.552300664,0.57241087,0.538578755,0.581723998
0.556458194,0.579079922,0.545632981,0.588405497
0.55311183,0.57201054,0.54055032,0.581871966
0.554959331,0.574041955,0.543032419,0.586163859
0.563180102,0.582867082,0.552188198,0.598567746
0.5682027,0.588514023,0.556808809,0.603609045
0.568985596,0.588275984,0.55808676,0.604521191
0.564426455,0.582864162,0.553550362,0.60061706
0.565763438,0.58403917,0.552495085,0.59793644
0.554196329,0.573451233,0.54224625,0.588848216
0.553114436,0.573745881,0.542460315,0.589500105
0.552113538,0.573878863,0.542780892,0.589706884
0.551307356,0.573159554,0.54094215,0.588938846
0.5504548,0.572584944,0.540414355,0.588549393
0.551484338,0.573813933,0.542211495,0.590869432
0.555169672,0.576670076,0.544612779,0.594330616
0.562386551,0.584922672,0.554498679,0.603329594
0.564424231,0.584405551,0.556452199,0.605462321
0.565631832,0.584137357,0.558033642,0.606308844
0.57354943,0.592069669,0.562580713,0.613832296
0.569001986,0.586688976,0.559942369,0.610134932
0.574959469,0.593579267,0.564220246,0.614822016
0.561922831,0.577092156,0.554286329,0.601679359
0.562596687,0.578406921,0.555952844,0.600919738
0.556195202,0.570455065,0.551337278,0.59691831
0.556653726,0.57136058,0.552349569,0.597904112
0.553580082,0.569436857,0.546693597,0.594498084
0.553664239,0.569133972,0.546235746,0.594198201
0.551100341,0.567901359,0.545084024,0.594049025
0.552674252,0.567920259,0.546256809,0.595589651
0.556304649,0.570859037,0.54958366,0.599433347
0.550500803,0.562843184,0.542347001,0.591274297
0.550786674,0.563532826,0.543005859,0.591376517
0.553922815,0.565789784,0.546113043,0.593484444
0.559104667,0.571847457,0.550443035,0.597102753
0.563763627,0.575943095,0.553559892,0.600801378
0.561235044,0.572773349,0.549858163,0.597229391
0.56008714,0.570788446,0.547160839,0.595752894
0.563211843,0.573630409,0.55013114,0.599329713
0.566888312,0.579205756,0.555687367,0.604689088
0.554933075,0.567162553,0.543622558,0.592600504
0.553233293,0.566251043,0.54249516,0.591683984
0.55903479,0.571736216,0.542200083,0.593302781
0.550910001,0.563112842,0.533766035,0.5844338
0.550101303,0.561898123,0.532078955,0.58236905
0.547374663,0.561446897,0.531862775,0.583075813
0.552756637,0.566166228,0.539077786,0.588741915
0.556795954,0.569484564,0.543937809,0.593964312
0.564437223,0.577425531,0.551671669,0.602663711
0.566176986,0.579243412,0.55357997,0.604849268
0.568508774,0.58231081,0.557191008,0.60811416
0.55786731,0.569369082,0.547723998,0.596442504
0.55432546,0.564978262,0.543606711,0.593384233
0.551099707,0.56609821,0.54130236,0.589954857
0.542137367,0.558560203,0.534481202,0.58362212
0.540674532,0.55745263,0.532287202,0.581679734
0.545797782,0.562301567,0.536722979,0.586014317
0.534000606,0.55131348,0.526481953,0.575624946
0.534554608,0.546464722,0.526091248,0.575491412
0.535678408,0.548301663,0.526922465,0.57605012
0.542089438,0.553731916,0.533439959,0.585726222
0.522622847,0.536422453,0.519118109,0.56680166
0.522506847,0.536014748,0.518833458,0.565961847
0.519365314,0.53453811,0.5169764,0.56518017
0.501117446,0.517478273,0.500390978,0.544773676
0.506150929,0.520838029,0.505044342,0.547616424
0.526982435,0.542872192,0.526605844,0.571353521
0.515692025,0.530298307,0.51290579,0.557976387
0.520158513,0.536121538,0.518421302,0.562750734
0.511976148,0.525525289,0.50995572,0.553338168
0.512850853,0.525573477,0.510376558,0.553294549
0.508890271,0.521736859,0.50874654,0.55025391
0.505474576,0.518277931,0.506089709,0.547233844
0.506092183,0.516475126,0.506286719,0.546728368
0.495863353,0.507122858,0.498160492,0.538899401
0.495283798,0.504300871,0.495268201,0.540798369
0.500631628,0.508789055,0.500355749,0.544749823
0.498283549,0.505647488,0.497629904,0.541828204
0.499060266,0.506463685,0.498214835,0.542010812
0.496249913,0.503122405,0.495608595,0.53930168
0.487710161,0.499133482,0.491808658,0.53332945
0.48200065,0.493490004,0.486707367,0.527203596
0.480799637,0.491638354,0.48522883,0.525906228
0.480082793,0.491431076,0.484956138,0.525762021
0.478598353,0.489304847,0.48402534,0.525101357
0.476643888,0.488297148,0.482786418,0.524386911
0.4761232,0.487702777,0.47911825,0.519190484
0.468756504,0.478755849,0.470782067,0.509651516
0.471399555,0.479554799,0.471147507,0.511035485
0.455840621,0.451891104,0.441628509,0.470593972
0.443715701,0.438825401,0.429123641,0.459506194
0.439680345,0.435509643,0.426740805,0.45602013
0.440091062,0.437365111,0.424389408,0.45742938
0.436494097,0.434580472,0.421274165,0.453758177
0.443490799,0.443872161,0.431181184,0.459434718
0.439753353,0.439769578,0.428418781,0.455429606
0.455963656,0.450582603,0.438413036,0.468017271
0.448671745,0.443218587,0.431491952,0.460610309
0.454744038,0.44649464,0.434624679,0.466330145
0.467534102,0.458614227,0.445782742,0.476560153
0.464896933,0.45444656,0.441692462,0.472572548
0.464551684,0.454833608,0.441295785,0.472340835
0.470838964,0.457292774,0.445318188,0.475398122
0.47584501,0.462072555,0.449771774,0.479568048
