N-500,N-800,N-1000,N-1200
0.860679294,0.847618941,0.855490806,0.849757001
0.862899548,0.850378215,0.857073896,0.851504857
0.859566391,0.846820397,0.85444639,0.848308982
0.860369289,0.848923741,0.855010938,0.850624533
0.857673851,0.846428938,0.853282362,0.8482027
0.858187943,0.846435791,0.854166677,0.849049549
0.854806345,0.843194704,0.851407815,0.846009092
0.85346507,0.841985102,0.850402809,0.844174894
0.854043673,0.843158638,0.851530956,0.845968232
0.851578689,0.84121367,0.849356619,0.843623698
0.851561693,0.841829245,0.849396633,0.844138366
0.849119048,0.838088823,0.846522349,0.840848819
0.851082935,0.840140621,0.848199369,0.842232406
0.853082582,0.842692509,0.849310116,0.843612346
0.850651797,0.8400835,0.847606108,0.841334744
0.848256241,0.83743904,0.844697632,0.838143997
0.844469301,0.834649991,0.841512195,0.834567731
0.844837934,0.834118046,0.841250511,0.833595895
0.846069647,0.83513393,0.84178374,0.834903012
0.84346517,0.832840762,0.839091743,0.831763046
0.841241821,0.830485896,0.836958707,0.829374664
0.838273284,0.82784885,0.834237267,0.82632432
0.836928556,0.826457996,0.832900336,0.825048624
0.836692784,0.826206799,0.832626137,0.825086526
0.835052755,0.824502417,0.830932235,0.823261744
0.835830849,0.82744355,0.833029374,0.824810638
0.833273631,0.824530462,0.830448692,0.821853968
0.830479085,0.822183444,0.8281135,0.819378848
0.831580819,0.82428574,0.828840569,0.820951912
0.827979164,0.821031336,0.82587987,0.817874992
0.829818817,0.823250402,0.827282415,0.820393865
0.827386768,0.820615274,0.824676818,0.817884493
0.824684589,0.817562995,0.821580397,0.815513325
0.825925276,0.818866341,0.822152154,0.816378119
0.824581219,0.816525492,0.820235145,0.814593652
0.822847544,0.813350916,0.818320756,0.812117721
0.820771205,0.811110582,0.816636746,0.810255137
0.820600543,0.811228317,0.816920675,0.810200864
0.818322365,0.809181206,0.814431346,0.808137382
0.817938513,0.809318971,0.814622566,0.808349616
0.815122042,0.807353852,0.812544049,0.805595193
0.812431942,0.80505577,0.810205596,0.803063835
0.810575838,0.803278011,0.807473632,0.800679967
0.808571982,0.800796585,0.805167181,0.798230233
0.806133904,0.798782523,0.803299729,0.796116323
0.804889966,0.79728816,0.802105275,0.794835243
0.807005042,0.798429983,0.804159438,0.796008522
0.805980501,0.7976472,0.803260414,0.794816712
0.806285017,0.796731638,0.80319947,0.794651277
0.805000924,0.795511536,0.80178061,0.792970639
0.803420306,0.793852662,0.800332428,0.791367418
0.803404595,0.794659451,0.801315197,0.792328264
0.803071827,0.794438153,0.80105887,0.79189267
0.800833944,0.792856474,0.799237127,0.790447147
0.801713032,0.793622026,0.800485837,0.790991571
0.803278456,0.794098841,0.801426283,0.792522064
0.801283804,0.792834482,0.799919725,0.791015227
0.801736035,0.79303665,0.80018143,0.79124059
0.79986033,0.791204239,0.79852341,0.789062077
0.799060481,0.789826529,0.797372723,0.78798916
0.798550296,0.789728758,0.796566198,0.786832879
0.798309638,0.789247994,0.796432328,0.786690291
0.797800479,0.787031778,0.795141152,0.7854397
0.79874418,0.787494529,0.795927308,0.786103151
0.796543988,0.785493162,0.794116817,0.784022333
0.795279808,0.784201568,0.792962951,0.782768413
0.796825481,0.785515984,0.794381864,0.783926901
0.794658599,0.784037994,0.791920582,0.781809768
0.795021868,0.784001749,0.792149512,0.782902736
0.796889877,0.785479986,0.793745412,0.784914675
0.79668525,0.784575855,0.79285809,0.783250069
0.794367927,0.783020552,0.791187582,0.781603504
0.795848723,0.783761077,0.792432875,0.782707963
